0	4	588
4550	38	588
6853	62	592
30553	113	681
2422	161	617
3955	258	557
167	63	611
6995	-315	568
4284	65	617
533	452	652
209	153	592
4531	200	588
14381	140	633
1593	139	554
7664	401	628
3965	106	652
15292	8	572
2417	271	617
5376	12	564
1527	317	572
21968	92	572
9394	163	622
9121	218	597
486	115	561
51	441	617
11859	240	580
7420	68	617
1601	659	602
5777	1039	659
18882	137	592
2067	11	564
2679	15	592
182	63	592
2304	32	580
1853	32	580
11856	264	659
7812	83	564
4053	427	622
543	8	576
935	286	628
3749	-4	611
2532	56	561
1248	112	568
11999	266	588
13423	46	572
9394	261	633
887	318	611
11555	63	592
14967	385	633
4870	274	617
14820	68	597
7662	42	588
11801	132	572
8799	50	592
160	29	572
10228	247	646
230	158	611
10382	-81	659
5319	85	606
5577	240	597
19593	0	564
742	302	544
4328	10	597
1012	228	580
174	93	611
6932	165	561
5388	95	588
2816	25	639
1695	463	572
4003	237	564
7644	424	584
488	151	597
2128	653	646
11785	164	622
19420	256	561
7636	273	580
11816	539	584
2656	289	617
2998	76	611
9733	52	572
1837	107	580
265	171	611
2845	129	592
2406	12	561
777	237	617
2018	393	588
2930	26	597
15609	68	568
103	509	551
11132	228	646
21483	274	584
5502	15	554
3156	16	584
3656	303	592
1220	207	606
10472	499	564
4532	98	646
3632	55	580
6579	-2	568
8223	292	580
18144	160	557
53314	160	606
2115	12	584
26337	831	673
48933	317	568
54507	743	666
61823	54	580
29985	16	606
10274	140	580
6373	-4	602
218	338	617
1175	51	588
32566	71	652
6039	60	597
6938	29	622
6657	29	588
7279	63	588
15723	342	606
31237	93	576
6978	226	602
12435	8	602
13951	46	588
19717	54	628
2527	4	576
32694	172	606
19128	379	564
1490	52	564
5988	663	611
6383	57	606
9951	36	576
4907	97	622
1505	110	597
1480	323	588
3158	174	617
12672	573	568
4766	8	584
6219	11	606
2876	141	580
3589	277	592
243	80	611
4562	232	554
11119	15	561
3319	37	580
1144	93	568
2722	20	568
8793	156	606
13627	106	592
2466	50	602
439	83	628
189	146	602
4309	93	646
1869	325	597
1052	110	580
6399	220	602
2650	225	576
6250	327	617
8780	152	561
613	126	584
4840	68	652
5637	274	561
1162	172	592
2712	183	588
736	569	568
86	103	639
6476	1	576
3503	56	576
639	43	606
5446	82	602
2389	550	584
3579	125	617
4511	60	628
1669	159	617
5568	295	580
1648	173	580
272	245	561
2540	33	572
946	275	548
2058	323	580
6006	132	617
443	442	592
1858	179	602
21479	233	633
1085	157	588
7946	12	576
3394	126	568
3112	729	576
5692	74	606
24439	458	554
5636	2	572
14854	174	588
1132	38	602
14241	663	652
1053	0	602
12293	27	576
10523	369	592
18461	-3	592
7433	33	646
4748	377	592
4284	94	561
2299	102	588
8403	49	597
2701	97	576
7404	151	576
18976	312	580
4123	201	628
1150	56	592
1667	64	602
3046	7	597
8004	115	580
3825	23	606
1928	906	602
4056	39	597
3442	-222	628
1006	369	622
1751	533	617
1334	834	572
1132	418	584
556	-8	633
1313	166	584
1120	264	592
4594	71	572
3531	115	592
20636	32	602
20956	102	617
8264	414	592
13789	12	568
1978	98	628
10124	20	588
12913	43	681
8436	292	572
467	322	659
1279	256	554
1378	87	659
5363	59	576
5489	196	652
11262	97	588
633	13	584
6277	401	568
8547	335	606
3256	206	606
465	19	576
14454	51	602
2386	97	592
21673	70	568
15035	123	652
2351	92	673
600	128	652
3295	123	597
13596	75	617
6367	31	584
1150	627	659
1573	77	628
384	149	617
4664	309	568
710	201	592
286	154	576
3241	61	572
5847	46	572
17000	100	584
284	377	572
5762	202	592
1284	314	633
1491	115	588
83	184	688
36945	95	622
5870	599	580
14277	221	622
10686	150	622
2756	139	564
7340	157	576
761	523	592
1947	73	597
1083	18	588
7485	331	628
857	469	584
901	230	633
1991	44	602
142	142	597
5128	24	584
2653	182	597
253	148	611
11453	51	597
12533	379	564
8275	66	592
1049	622	597
7537	44	611
6289	73	576
2422	565	597
19895	87	568
6428	83	633
1367	35	588
1390	175	602
11953	257	597
2815	13	592
6456	104	588
913	5	576
1603	31	652
3229	114	628
875	457	584
479	44	597
13076	2	568
1723	134	597
2169	128	568
3034	404	584
4652	326	597
1576	108	639
1067	48	588
38	130	597
2672	199	622
4990	67	580
4500	-3	584
24477	3	639
4183	11	588
12078	330	592
1532	56	602
669	134	564
6624	82	597
6654	142	592
4412	96	572
3968	292	639
9225	304	681
9644	8	588
4168	55	659
8347	-1	576
508	293	611
189	688	592
233	177	611
2374	600	576
10809	112	592
2015	69	633
9270	364	584
2642	94	652
13193	16	602
6061	587	588
96	27	554
1758	83	611
1279	59	588
879	19	602
1847	23	592
5319	122	611
21254	213	584
96	792	696
2047	261	588
4110	595	580
2077	319	584
417	97	584
9642	169	606
5331	-5	602
3484	94	588
309	234	633
3695	92	580
4650	527	606
1164	159	584
4191	266	588
1448	24	592
12214	173	666
3817	132	580
323	243	602
17389	363	572
3095	133	666
3372	30	628
3042	99	588
2062	260	617
1670	651	588
9091	61	572
2639	246	646
25693	210	551
1315	75	652
3162	413	572
3320	432	588
949	453	572
1703	13	580
15439	259	652
14555	56	606
3554	30	666
23508	252	584
1146	148	602
5951	84	576
7667	31	592
12009	291	592
1966	-3	584
4027	119	572
20313	424	688
9988	90	628
14006	111	580
8267	222	611
16224	104	646
7827	182	544
8950	98	592
1293	41	606
2551	161	576
1479	71	588
4169	-3	611
1507	196	622
14671	11	564
4950	-218	568
6568	132	652
12610	10	564
9879	73	602
2884	149	617
25564	34	602
6604	148	592
1862	926	611
10841	15	602
11060	82	561
31023	228	597
6798	103	584
6002	297	568
2089	463	580
11311	9	584
1170	11	617
1660	30	580
2950	323	606
457	207	592
5816	401	617
2274	85	564
3443	117	617
2470	202	611
9222	2	580
15742	11	639
315	19	617
2880	276	576
301	10	639
6963	34	628
6913	99	576
3522	-4	646
2689	482	564
660	102	617
8904	277	572
3787	468	597
1837	12	622
4532	330	592
24426	194	606
2339	225	617
6537	714	554
1106	322	666
553	109	580
11447	33	557
4534	494	688
7338	177	572
6400	219	584
2508	99	564
343	171	659
7557	-1	622
4381	233	541
3761	144	592
5241	101	592
6204	195	576
667	111	592
17816	75	617
4720	232	584
1784	112	572
7059	287	584
2765	166	554
1904	235	584
4188	109	617
3457	117	611
314	138	606
982	453	554
15843	87	628
2636	582	576
83	104	572
16244	23	606
10160	361	588
822	36	561
3320	139	633
5850	152	572
1328	142	639
4737	170	602
1479	103	576
2156	607	696
3707	226	602
13368	373	652
3321	172	592
6501	77	584
3768	132	628
12643	37	584
26864	390	588
1260	90	588
4455	43	576
16598	68	597
7369	266	592
6196	10	606
5390	566	597
2873	130	564
6097	363	588
4997	109	580
2051	206	611
25354	178	633
3397	435	588
6006	195	602
69	287	572
7287	156	588
6007	17	639
90	416	584
5749	86	572
625	132	602
9479	402	606
2472	-4	584
6422	306	572
6834	135	572
5584	337	606
640	45	564
3356	51	606
4551	104	639
5213	160	580
3869	96	646
7790	161	681
1475	18	617
5779	-8	611
6226	416	681
2503	118	602
9346	898	611
3486	95	592
19832	170	584
7263	393	666
9264	39	572
858	67	592
12916	234	576
11538	71	584
15858	80	588
3392	27	611
11926	311	568
5758	56	606
4835	372	584
20129	213	666
14685	380	611
4445	1091	544
876	143	592
2513	75	584
11956	70	602
19113	38	602
1803	31	597
1555	123	568
9796	215	611
1112	197	557
7353	70	602
3372	131	622
7789	212	551
760	620	597
745	39	639
2014	849	659
314	59	597
2218	174	696
9392	60	576
534	607	588
1314	18	602
8979	226	602
8217	57	592
2786	397	576
6959	16	576
2149	233	568
1702	351	592
333	74	588
7027	11	572
4362	200	628
2987	159	617
18935	46	580
8190	728	652
12851	36	639
453	179	666
185	157	584
129	725	633
2598	76	568
19755	66	659
1586	120	592
3010	306	584
2491	187	588
4773	48	592
4818	77	584
3576	-1	696
10986	14	606
11836	530	639
21208	204	584
8418	155	617
1700	230	602
5894	170	602
11284	771	557
76	98	564
1999	41	597
8245	62	633
2562	157	639
208	13	597
4805	48	580
4868	213	584
809	198	568
514	169	564
1058	111	622
13052	937	544
4662	47	602
5906	573	617
3027	484	659
3142	147	592
7118	396	611
29508	55	572
4871	15	597
1309	200	597
628	105	602
27782	832	561
918	175	592
6116	69	646
12070	333	611
3150	63	666
14406	328	568
15527	23	633
4202	306	617
7078	35	646
2281	32	588
3083	80	588
9934	579	576
7143	100	666
15869	642	588
4950	71	628
8825	421	572
10697	16	639
2247	32	681
14495	261	606
4324	65	584
4786	329	580
6967	217	588
1819	492	602
8502	213	622
774	244	611
5603	244	606
14580	111	561
2407	358	617
3501	19	568
3447	835	561
4810	148	592
6982	342	597
114	158	588
3450	192	617
4195	140	588
18301	479	611
3656	277	576
226	-1	576
3231	45	602
2862	278	617
285	89	568
1585	278	572
6369	139	572
3035	308	592
28554	239	688
6061	129	606
1638	7	576
1062	154	592
6622	221	584
1478	84	584
1003	434	584
4781	24	588
1852	340	576
1683	76	628
5153	98	592
6020	21	617
24613	355	622
15348	336	572
793	14	584
3943	309	617
860	150	592
546	-140	597
508	366	597
14812	224	584
1172	60	576
4882	77	622
2381	1046	557
3747	114	588
16150	57	572
11992	92	602
22972	210	696
15047	132	568
8124	251	628
7665	120	564
3679	246	544
13567	636	666
11088	118	602
5950	93	597
6073	252	617
4084	10	681
1040	104	576
6939	64	633
753	63	551
772	97	617
1800	296	588
10178	278	588
6322	199	580
690	62	622
1326	56	588
18042	89	557
10611	251	561
787	284	592
2511	27	584
6149	3	548
8508	522	564
6659	588	544
1833	72	576
7214	36	639
3797	79	639
1973	338	572
292	243	646
3137	274	576
20241	118	602
3536	10	611
315	190	568
15658	3	576
222	63	617
4901	-3	576
289	67	576
980	194	576
7628	154	544
1416	364	572
3106	568	628
10382	77	588
1021	395	572
1597	98	564
347	48	597
781	79	572
2356	188	572
12284	29	584
13557	106	564
5003	190	652
12000	219	606
2082	396	572
2472	61	588
8534	206	606
5162	526	588
7458	669	580
964	293	688
4157	766	588
2145	958	588
1920	480	597
29711	63	597
7065	459	584
3540	305	597
6451	125	576
4250	703	580
5420	60	592
14413	301	580
7879	490	688
829	80	572
3022	126	564
11433	297	572
11462	298	696
1128	154	611
7499	101	628
16066	116	576
6200	587	606
4007	188	584
208	-239	548
7185	42	611
5468	495	673
3593	85	592
27596	185	576
11956	19	597
3208	370	622
16171	19	646
328	172	597
5554	53	617
425	200	602
13519	222	628
871	183	588
4166	215	564
1010	74	584
12390	628	564
76	53	592
