3466	89	561
1462	272	602
13986	156	572
4987	101	592
290	198	592
4811	218	592
12021	204	597
6012	13	611
801	452	580
8049	89	606
3435	236	588
13407	420	576
9456	239	576
794	77	606
11842	99	611
8948	32	588
3798	324	597
99	153	602
13843	387	622
7093	152	597
1911	188	602
8174	607	652
594	109	584
1623	60	580
421	171	572
2934	333	580
3541	340	592
597	111	576
17757	162	617
5718	42	584
1007	159	622
1899	150	652
2608	154	561
6911	23	588
6248	165	639
4462	368	588
8146	434	688
3971	234	572
336	74	646
3410	269	592
1566	265	576
1786	329	628
3496	122	696
817	631	580
10973	214	576
11130	58	611
131	77	551
11523	743	561
18634	22	561
11346	522	597
2256	223	584
5619	10	659
416	193	602
8160	21	584
6646	97	588
109	-9	622
10872	37	572
5446	428	606
14317	302	652
4008	124	548
6751	354	611
5400	304	611
11171	280	611
8188	183	597
12326	41	597
2087	145	580
4090	99	666
594	447	633
10832	33	572
2597	245	606
7009	36	572
5100	227	597
672	63	592
15027	77	606
514	114	584
4485	145	659
1455	396	646
1184	11	584
418	49	652
7087	21	597
3459	113	564
3281	65	696
1290	139	696
4575	26	564
16860	5	628
1822	529	633
8790	32	597
555	654	673
7022	68	580
21691	40	592
7267	5	588
7857	56	592
14515	55	622
1851	100	588
14272	105	606
5670	451	633
5372	32	564
3218	105	580
3727	84	606
7744	159	588
5928	49	617
8386	260	597
506	67	592
17369	167	659
6838	120	588
5817	-3	584
61	462	561
12777	219	606
2090	217	617
3928	114	592
17021	267	628
15803	36	568
4547	29	572
8847	172	564
20371	189	659
23340	175	584
8864	247	611
3968	11	584
6001	99	592
3283	225	597
1771	151	617
9602	10	576
5936	102	646
309	544	584
3545	37	606
1648	106	602
3892	135	580
6984	10	588
7580	37	602
6824	290	584
4929	2	597
7115	265	611
4661	288	602
1872	-16	602
20307	134	592
8796	681	696
2740	64	652
3870	103	606
1519	245	580
1061	17	597
1536	312	584
2204	90	597
11016	0	564
10386	86	576
2782	218	588
1587	621	639
1659	115	572
9401	36	554
9082	428	580
11647	166	568
4662	90	588
3783	4	592
2992	322	602
8995	320	696
15052	6	602
271	8	597
6561	32	584
1603	37	606
1233	458	584
1118	86	633
1364	615	572
37202	440	633
15391	175	617
3221	47	597
16884	174	597
8266	434	544
2687	6	584
4673	451	592
1875	9	602
1585	30	633
5457	116	639
4437	124	584
9945	118	602
5319	7	568
2430	243	602
10551	249	588
5779	122	588
4141	220	659
7031	49	572
1544	707	617
6510	237	568
59	101	611
21142	222	588
507	6	602
15632	497	646
922	9	602
4639	78	639
138	124	617
15912	393	592
2278	262	606
8723	102	588
11462	84	584
13671	46	611
15933	40	588
5096	52	592
11948	195	572
3904	52	572
122	404	584
3254	-3	576
5677	212	576
3741	86	572
15765	104	572
6165	41	572
14313	96	584
4940	77	588
2321	26	584
5422	452	584
1895	90	592
4973	63	572
1737	82	572
314	470	622
4068	35	564
1429	18	592
5163	59	688
1540	64	606
728	181	606
13540	260	597
5694	-42	597
238	120	628
69	796	622
2177	22	602
1003	253	606
6063	153	568
4862	214	639
21834	38	572
2013	427	617
1022	72	602
1123	184	568
24573	84	622
1196	371	572
3209	118	597
2247	90	541
191	319	584
1473	238	597
2477	88	592
3280	52	628
7048	80	617
2288	30	576
2395	48	597
5595	479	568
1190	740	696
835	143	597
4842	272	611
2102	241	646
433	291	622
395	278	602
2346	491	602
24685	391	611
2846	240	541
199	135	576
355	77	646
8703	18	572
2211	335	597
4724	106	597
900	2	584
2365	246	561
29551	78	584
569	44	652
7447	34	597
512	37	639
7337	755	548
8100	543	633
520	61	622
12120	49	572
1394	43	580
3256	115	557
7162	772	584
5297	68	611
422	236	584
7145	43	646
419	638	688
9830	17	592
21267	203	633
110	32	592
1343	891	588
14221	-7	584
755	201	622
4512	170	588
4553	133	576
6237	209	572
317	533	584
885	128	602
2856	9	611
114	491	592
369	274	576
373	372	576
5607	178	606
6659	92	572
636	154	584
5225	84	628
2059	275	611
1268	36	580
2319	324	652
2027	738	633
1373	179	576
5231	2	592
68	104	572
13055	550	606
4868	109	628
6766	59	622
3073	201	622
312	0	606
10033	207	572
11249	65	592
745	200	588
8641	859	611
5370	673	580
4087	438	564
4411	230	597
6708	79	588
2836	100	572
1416	168	622
26180	414	561
4379	596	597
3865	544	588
9973	129	576
2216	318	564
4698	238	576
4950	70	544
3102	27	633
8599	16	584
1426	478	592
7065	309	633
208	273	602
4753	0	584
3777	72	597
9971	403	584
6533	4	606
16605	44	584
8631	113	592
4519	27	561
673	256	584
7679	28	564
21139	181	628
3716	99	588
1196	177	602
13577	335	561
615	471	572
128	60	588
6808	248	568
20085	85	584
5048	333	576
13738	331	564
382	5	628
1161	13	652
4520	-2	622
574	309	561
346	24	696
979	222	646
1313	47	576
1516	100	606
6726	-154	688
14348	55	580
1511	138	551
5394	-3	576
10025	32	572
3989	47	564
13511	16	646
13032	29	580
2471	45	597
353	214	606
2787	81	564
10452	522	611
1281	174	584
1825	534	572
16888	51	617
706	242	584
3445	182	580
6041	95	622
5566	161	588
7299	81	628
6680	-219	584
9811	16	572
4043	339	602
1999	71	572
15195	95	580
740	187	628
715	68	633
11941	77	597
4152	48	564
9349	335	588
897	42	572
4258	-16	633
4493	290	592
16443	34	580
8830	541	584
2628	209	584
1382	10	568
16164	158	588
4223	3	580
17060	85	584
2176	8	597
9214	105	584
4785	55	628
2859	353	592
5271	18	602
5044	526	617
1273	89	628
9778	39	557
7170	59	592
3311	1034	659
256	4	597
857	97	652
892	64	568
474	22	602
5204	42	617
6374	290	580
15809	89	592
11027	96	572
11898	193	666
4334	5	652
4757	367	688
13449	75	588
18306	442	633
4794	-7	588
2600	185	592
4439	573	576
1756	72	588
6016	301	568
2997	59	673
3901	301	588
4068	23	592
1224	107	592
12841	469	572
227	540	597
8665	-202	541
5765	142	622
8238	184	541
2031	261	592
737	598	688
6898	158	633
7391	172	617
10582	178	580
33071	59	611
15024	333	611
5956	11	557
7293	102	611
1362	440	576
4112	352	611
16721	-1	580
1996	208	597
351	31	597
8486	10	576
5341	758	633
12254	23	652
11079	307	597
11588	262	576
3986	137	592
5034	71	572
7120	102	584
2157	392	576
541	52	628
8468	251	617
63	22	592
6731	683	580
75	37	561
4978	168	628
1291	407	602
610	18	633
614	896	696
8205	207	606
8457	40	568
6953	468	622
15037	331	584
809	9	639
3360	60	572
5827	274	576
4999	24	597
1763	27	606
15660	13	602
6234	54	564
8577	157	597
8826	288	557
12460	137	652
21727	433	597
9579	39	688
13663	469	611
1225	-9	622
3112	81	584
15354	96	688
3056	142	588
5133	523	606
4321	624	592
10056	61	576
2522	94	602
1438	217	592
3826	295	568
7152	154	696
5352	85	568
167	109	580
16008	634	633
2895	41	580
3527	142	572
261	127	611
4546	72	606
17500	102	639
8634	265	633
627	65	576
3792	92	592
2883	32	588
7219	147	681
1883	153	622
14066	221	584
3226	6	628
161	6	564
8971	78	597
7964	446	564
9228	298	592
1695	7	646
738	283	588
5743	109	646
3948	164	584
8340	154	572
14571	50	666
14609	21	592
5830	23	652
2452	109	576
19862	-48	568
2471	254	633
6189	66	622
7560	127	597
18388	359	606
2088	555	646
1981	263	606
738	42	597
9401	35	572
1834	55	602
4209	185	659
6592	462	602
861	216	617
1383	46	606
3681	9	572
13338	97	628
11602	127	611
8770	449	572
6543	49	588
3064	858	576
1477	80	696
210	135	568
1882	261	597
2420	367	588
868	219	611
6415	-2	611
1337	226	544
427	111	592
7789	232	628
1225	204	588
22135	65	602
2372	69	584
2706	8	666
15344	245	628
896	225	564
3764	172	633
1649	65	606
6673	70	597
6801	68	617
2512	35	633
6253	65	628
5588	235	622
250	26	681
5764	132	602
17769	48	628
7236	213	592
1869	162	602
8566	817	551
4288	329	611
4206	331	597
930	306	551
8171	182	646
10759	525	584
8681	547	659
2726	120	592
556	132	580
1741	-140	673
1652	29	597
599	308	628
2312	181	592
430	33	580
3374	53	646
422	260	561
1005	106	673
7186	14	597
4101	95	568
2706	754	584
3467	9	588
1972	55	584
1681	139	592
3644	22	617
1956	580	602
5569	420	580
5268	23	551
404	129	606
5845	20	584
1627	5	576
230	1	568
5815	-154	561
7102	32	588
364	497	576
1468	499	572
2411	81	606
2840	78	572
7821	236	572
776	11	572
22304	145	673
15931	59	568
5427	39	611
10414	494	576
214	13	611
5073	44	633
3513	35	597
20926	382	659
41	41	568
9259	20	561
1232	124	602
15301	41	602
1726	68	606
2659	57	611
4049	39	588
9692	2	611
4549	8	584
526	115	673
2520	-4	622
55	72	576
5397	27	602
2277	333	606
4300	-5	572
3845	129	639
9317	90	572
3842	22	572
9154	42	584
3073	81	606
397	213	564
3086	62	572
3722	77	592
13566	94	557
619	107	580
16060	55	659
5458	157	588
46	-266	592
1578	146	639
5520	242	592
2255	39	611
5649	434	588
25848	791	666
2011	68	564
8892	272	580
9137	418	576
2632	79	652
610	275	597
657	31	597
9047	305	580
13192	16	584
2829	448	622
18241	148	628
7484	24	622
2094	192	617
321	14	588
2112	15	602
1909	337	622
205	77	673
7987	264	592
1637	116	617
14812	66	588
924	482	572
57	126	617
2736	667	597
782	35	606
623	51	580
12111	10	580
1401	345	617
1082	18	572
3418	34	576
7760	132	602
12476	466	584
1316	24	652
9319	313	617
9975	156	584
4496	118	584
3147	90	617
719	192	572
1359	46	659
241	380	588
10914	132	580
2214	354	666
12417	50	633
2158	45	606
4391	63	611
7956	82	652
5376	30	580
6987	200	666
2923	84	597
3615	137	584
441	210	584
2343	155	588
6932	41	572
3867	129	611
6053	15	659
2392	298	639
8278	100	576
2958	25	602
4809	347	602
883	76	606
1096	163	611
4330	144	561
8626	62	666
2730	7	628
1044	256	639
5933	118	592
3247	134	597
11314	33	646
778	348	576
3115	138	568
15504	90	588
5507	121	597
298	955	544
2278	6	592
3635	-202	541
1659	174	628
155	146	597
13431	41	602
866	35	617
7418	196	633
13011	10	572
14233	55	580
762	492	592
2742	25	611
5287	287	597
188	6	584
3383	-2	652
7104	254	688
2272	20	606
3174	37	572
2958	111	564
4284	48	580
7265	71	597
19354	234	572
13082	721	592
2232	98	633
8098	118	588
8274	383	568
1482	49	611
14052	140	622
861	439	628
23055	184	588
6688	56	696
1252	411	541
9303	204	580
15273	368	592
6032	190	606
9561	-337	548
12680	143	602
353	145	588
15639	505	564
21526	92	652
9518	100	588
8456	182	584
5555	59	611
2008	30	592
7532	448	602
9659	51	606
828	430	681
1232	76	580
38701	425	554
4413	207	622
5177	151	602
5394	175	584
5681	165	606
15449	215	688
5281	13	568
397	-80	551
3924	25	576
3057	864	548
2582	93	588
3666	167	572
2928	608	617
3629	365	646
2427	233	580
473	216	588
40	-49	592
1429	131	597
2412	418	564
565	39	592
2513	280	584
7685	53	628
22499	29	592
22919	-5	584
43	247	580
6303	91	592
10030	120	592
1133	295	564
10147	464	588
10818	158	646
3419	61	568
11900	385	611
12171	1	633
3078	27	584
11929	467	576
10770	354	580
11514	330	592
6521	73	592
13855	101	597
1058	7	572
26598	556	611
7707	271	602
1683	21	602
2272	276	588
2191	388	646
1317	49	606
11978	1	659
6800	126	576
8982	54	597
6473	230	696
7645	19	633
3605	111	622
3039	73	592
7331	106	592
4040	210	597
13086	64	606
12072	516	584
5671	323	580
3421	305	617
12518	389	561
9534	55	588
2992	686	592
6154	420	633
8708	52	602
9856	136	568
3913	784	681
2433	403	576
1577	56	622
8125	160	592
4702	176	568
5001	32	564
6557	129	572
3015	791	576
1263	42	568
320	29	602
10898	42	588
3042	47	696
2835	265	576
1709	40	568
400	42	564
160	47	564
808	110	602
247	200	592
10782	29	561
4698	411	592
9735	10	681
3966	204	639
4044	408	617
377	25	602
7407	26	588
34391	413	646
3573	17	597
7345	180	564
243	345	611
266	500	580
11366	27	606
2452	92	633
7309	11	592
14422	38	576
11233	8	568
2978	262	646
4424	264	588
2861	101	639
6780	32	597
1634	28	633
4631	31	659
4049	-9	576
4605	-194	639
3827	83	597
2794	45	602
5355	336	548
5265	208	597
87	188	681
4825	96	580
14966	7	592
88	157	628
5518	0	606
7475	64	592
4105	-6	652
3721	372	588
5187	130	602
9309	110	580
661	58	580
4180	137	633
9973	523	628
2394	53	572
5935	129	606
1221	468	617
2707	250	611
12373	46	592
816	40	646
554	188	588
4139	252	584
4848	64	572
4252	138	622
9462	330	597
3083	17	652
1103	171	606
20604	70	633
7673	3	617
4976	101	580
7373	104	602
4735	84	611
2991	14	588
4716	20	611
10091	115	592
1478	-185	639
1982	263	580
90	143	611
180	167	561
2217	74	572
4946	230	666
3462	64	639
2662	4	588
3938	421	592
361	99	646
15388	65	659
13555	182	564
2332	29	576
12496	76	584
252	105	580
2865	-4	659
2437	92	673
7784	1098	551
310	88	633
1999	35	602
2768	-5	646
4297	11	606
630	51	580
24562	182	617
10470	102	564
11656	270	584
18842	142	602
824	146	572
5067	129	597
280	79	617
5419	307	588
5796	22	580
5904	351	592
400	80	606
2381	74	580
6912	34	622
983	14	580
1779	117	576
288	293	606
23122	763	580
2707	130	696
2508	-4	592
1606	82	588
2437	27	564
4453	185	602
4923	52	592
8255	98	606
1750	66	639
14806	60	602
1449	53	584
3090	359	646
5489	48	606
9703	489	580
1148	87	606
745	116	592
7409	76	606
184	27	666
5050	40	639
33745	291	611
7014	148	568
1080	66	588
7321	89	588
8859	41	588
11602	145	602
16489	28	568
2219	471	548
11620	492	576
271	500	602
7923	39	568
8559	15	659
7659	168	580
2688	192	592
816	902	611
1065	378	606
7503	199	592
5710	133	548
444	61	588
12777	128	628
2676	-298	541
4223	95	588
25294	123	572
6122	21	592
3568	44	611
12675	127	568
417	174	584
12185	226	646
6929	102	580
4181	-7	584
1940	0	606
6164	608	633
1516	483	568
1842	58	652
7419	181	592
5480	402	673
357	202	584
4036	172	606
4193	138	602
2001	29	597
16086	33	666
6329	81	622
8481	59	592
68	49	580
928	146	576
9817	266	557
1165	345	584
1224	328	568
130	319	633
5383	384	633
2705	40	652
2812	272	588
1559	66	611
892	131	652
6378	106	592
7207	96	633
1835	169	572
445	99	628
11858	957	572
707	119	659
3180	105	592
4435	448	592
3152	69	592
5209	283	592
23418	349	639
1178	60	588
271	160	568
3083	167	584
2471	87	622
7986	227	646
1003	372	606
4586	49	588
4067	27	592
7737	153	568
6348	121	580
4436	173	572
5201	550	606
3516	-19	659
8373	29	576
5834	2	592
626	170	617
8812	3	576
6963	-287	568
1933	376	568
16437	144	617
265	330	617
7022	261	617
1260	73	622
4859	208	576
13030	8	557
886	457	652
10529	16	592
3616	179	584
5333	305	564
124	32	639
6534	114	554
7689	114	659
2020	178	597
6183	95	628
5220	362	639
10533	68	584
7150	108	592
59	566	576
584	135	639
1129	3	592
18228	104	597
15986	-98	541
478	113	617
4751	214	572
21824	319	564
544	168	584
7872	29	588
6500	146	588
2429	52	572
1084	154	576
4055	203	592
11045	166	580
826	160	588
18224	51	588
1539	555	617
11302	77	584
2491	62	572
4762	539	557
4607	608	541
1330	692	568
3962	351	659
130	383	584
6934	190	572
4753	525	580
5684	62	646
4759	49	580
450	162	592
1356	127	580
5602	36	602
1978	169	561
2513	39	597
3942	13	584
1727	59	576
11680	214	622
13002	80	561
14209	169	696
1288	74	617
49	60	602
2863	32	584
1470	241	673
773	138	584
3005	220	611
3964	99	639
20366	751	584
2106	25	592
2483	229	592
592	34	564
7487	373	592
7848	255	557
19602	13	580
270	16	580
2136	522	652
3511	72	646
233	226	588
692	309	561
7378	106	666
7780	108	580
19809	377	606
1796	31	602
7489	100	580
5353	148	580
17101	193	568
3503	63	688
2437	288	652
6085	74	568
15098	239	611
2604	175	696
7350	18	617
560	217	580
19732	305	617
9580	38	584
23546	196	696
12879	159	580
11598	-5	584
7583	299	611
2915	393	580
3647	268	617
7674	143	646
310	12	602
2762	37	606
18207	250	588
2130	165	572
13617	-162	568
1313	220	588
2452	56	617
3130	26	572
459	45	622
5287	35	584
10144	154	611
5919	217	639
1153	5	592
5806	116	606
12495	43	592
11067	305	646
8859	100	611
417	296	622
2786	72	597
9850	114	584
6264	256	617
14908	88	572
595	35	572
3204	347	580
2317	196	576
180	30	568
6444	20	597
834	165	572
8317	15	602
16552	120	606
11022	147	602
1537	171	602
1818	369	659
3625	3	617
863	161	606
512	86	666
768	10	611
4739	363	666
1392	307	580
5983	136	606
12517	50	572
4220	463	580
3966	134	622
5418	258	588
5289	375	597
8448	31	584
2341	194	576
5913	290	606
5227	91	652
11760	123	576
7187	43	681
1267	43	696
5824	57	639
1425	131	580
13477	165	617
9117	86	588
1609	202	580
7210	119	602
10126	62	561
1014	438	617
4455	37	592
67	29	597
12978	120	568
8457	263	576
5679	18	606
8410	56	554
6903	61	572
789	74	602
17838	7	572
24636	47	561
7918	103	584
5279	202	576
4879	52	588
634	123	602
1471	308	597
3581	44	622
2006	31	580
6903	116	606
8908	97	622
720	254	584
8230	327	622
4669	321	576
977	304	561
171	147	602
1797	411	606
2841	359	572
4059	29	639
3060	13	568
19273	221	592
275	208	652
1198	382	584
1254	11	659
2163	143	611
13709	153	617
8662	-11	673
25051	740	606
10390	158	592
11570	394	688
4421	392	597
4373	250	602
7216	316	597
31276	24	633
3663	86	611
3201	121	561
19452	-4	602
136	57	652
9966	35	628
2100	147	572
950	143	592
2798	72	576
962	77	606
7430	9	580
311	94	611
254	41	659
2309	25	576
225	14	584
201	388	597
4015	249	646
3822	198	592
2373	134	617
8771	570	588
3747	-1	611
12197	61	639
